Date,Open,High,Low,Close,Voulme,Name
11/5/2010,125.3437378,128.4737428,123.8637418,125.8537478,5998037.408,STOCKA
12/5/2010,132.2348289,134.9548299,130.5048179,134.6948199,5912748.249,STOCKA
13/5/2010,132.5019067,135.5619187,129.5719137,130.0419147,5925919.137,STOCKA
14/5/2010,132.6360095,133.2760085,129.0360105,130.8060075,5300560.085,STOCKA
17/5/2010,128.7003404,130.4103324,126.2603384,129.3703394,5646803.354,STOCKA
18/5/2010,129.6878412,130.7978422,125.0578442,125.8278412,5252378.422,STOCKA
19/5/2010,121.5149392,123.9349372,119.8049402,120.5949332,6423349.372,STOCKA
20/5/2010,126.1526879,128.5126889,122.2926879,123.2226879,8629526.889,STOCKA
21/5/2010,116.8156222,123.8856212,116.4356172,121.6356212,7956056.202,STOCKA
24/5/2010,118.9288468,120.8588468,117.0088488,118.4788498,4499488.468,STOCKA
25/5/2010,122.0584515,128.7084525,122.0184505,128.3784515,6948584.505,STOCKA
26/5/2010,123.0482803,123.7882783,120.2982803,121.2082763,6944582.773,STOCKA
27/5/2010,121.1648069,123.0348019,116.7848019,122.8848009,4709548.039,STOCKA
28/5/2010,125.5715294,127.1015274,123.5115314,124.9615284,3949815.294,STOCKA
1/6/2010,125.9235077,127.5235067,123.9735037,124.1935047,3669035.067,STOCKA
2/6/2010,123.4168621,125.8268651,121.0468671,125.7068631,4758668.651,STOCKA
3/6/2010,124.1391308,127.0391248,122.7391288,126.6491258,5255791.308,STOCKA
4/6/2010,122.1364975,124.0064925,117.9864955,118.5764925,5455764.955,STOCKA
7/6/2010,127.3095217,128.0795267,123.1395237,123.4795277,6581095.257,STOCKA
8/6/2010,118.9733973,118.9733973,112.7734003,115.8133933,11454133.97,STOCKA
9/6/2010,121.9230928,123.0830958,118.9730958,119.5230988,7385330.948,STOCKA
10/6/2010,115.9366753,119.4366753,115.1366723,119.1466743,6021166.753,STOCKA
11/6/2010,118.6537689,120.7937689,117.5537709,120.2937689,4177237.699,STOCKA
14/6/2010,120.9530614,122.4130604,120.2130634,120.5430654,3890130.634,STOCKA
15/6/2010,125.3824221,129.1024231,124.6824251,129.0224211,4562824.251,STOCKA
16/6/2010,127.9641543,130.5541583,127.9341563,129.4741573,3990041.553,STOCKA
17/6/2010,129.9849078,131.0449128,127.9349118,129.1349088,3511449.098,STOCKA
18/6/2010,121.9620481,122.9620481,120.5520451,121.3120471,3790820.451,STOCKA
21/6/2010,131.4198474,132.1098494,126.0398504,127.1798494,5373998.464,STOCKA
22/6/2010,118.8937888,121.4737898,117.7937898,118.5537848,6169637.868,STOCKA
23/6/2010,124.795322,125.905322,122.725322,124.135318,5481953.21,STOCKA
24/6/2010,122.4021935,122.6421905,118.5921955,120.1221945,7789021.925,STOCKA
25/6/2010,121.0953529,124.7153559,120.5853509,123.9553539,5799253.539,STOCKA
28/6/2010,119.2855211,120.4755241,117.5355211,118.2355261,5616555.231,STOCKA
29/6/2010,111.4949206,111.7149216,101.2449206,103.8449196,12818649.19,STOCKA
30/6/2010,112.962815,117.062813,112.492814,113.642815,9784528.13,STOCKA
1/7/2010,111.0557777,113.8457777,108.8557727,113.1157747,8551357.757,STOCKA
2/7/2010,113.5643506,113.9343536,111.2043506,111.7843516,4503543.526,STOCKA
6/7/2010,106.4767763,108.3567733,104.8267743,105.8867723,5177567.743,STOCKA
7/7/2010,105.4685775,109.2585785,105.4385795,109.0585815,4897285.815,STOCKA
8/7/2010,112.1510908,114.6110968,111.2010938,113.3510948,6746310.938,STOCKA
9/7/2010,117.7747568,118.6247558,115.8747558,118.4847558,4077347.538,STOCKA
12/7/2010,122.2920236,124.1820226,121.8020256,123.9920276,4828420.256,STOCKA
13/7/2010,115.7176636,119.9076586,115.3276646,118.6776636,7041376.616,STOCKA
14/7/2010,122.5127088,123.2327098,120.9527108,122.7827128,5251827.098,STOCKA
15/7/2010,120.3142403,122.6642463,119.4442453,122.2442413,6049542.433,STOCKA
16/7/2010,118.4320063,119.0720053,115.1620093,115.6420053,6199420.073,STOCKA
19/7/2010,117.4104307,119.7704317,116.0304337,118.9704357,5021204.337,STOCKA
20/7/2010,118.2049724,118.3049704,115.1049734,117.6949694,6760949.714,STOCKA
21/7/2010,123.2087617,123.8387587,119.8487607,120.0187587,5037587.587,STOCKA
22/7/2010,117.7535081,119.9135121,117.0635061,119.1135091,14993835.09,STOCKA
23/7/2010,101.4784601,114.8284591,101.3484631,114.4184631,42376584.6,STOCKA
26/7/2010,120.7014871,121.0414831,117.3214821,120.8414871,11162214.85,STOCKA
27/7/2010,113.8513068,113.9213068,110.4913068,112.5513038,7750313.068,STOCKA
28/7/2010,120.1672924,121.3672894,119.5672944,120.2972894,5503972.924,STOCKA
29/7/2010,117.4915078,118.3715128,115.0215068,116.3615108,6170815.098,STOCKA
30/7/2010,116.5812395,119.7912385,115.5612425,118.9412395,7088012.405,STOCKA
2/8/2010,116.159871,117.389866,114.579869,117.079869,5413798.69,STOCKA
3/8/2010,119.4123564,122.2823594,119.0923564,121.8323544,5947923.564,STOCKA
4/8/2010,125.4837503,130.8937533,125.4237523,130.0037543,9295037.523,STOCKA
5/8/2010,131.3042389,132.5342419,130.3542419,132.3642439,4327642.419,STOCKA
6/8/2010,122.8973315,124.5773245,122.0773325,124.4973375,5026973.305,STOCKA
9/8/2010,125.2851954,126.7551814,124.6751864,125.6551904,5054051.884,STOCKA
10/8/2010,123.496407,125.54641,122.926407,125.54641,5662364.1,STOCKA
11/8/2010,126.5327488,126.5527378,123.6327398,124.3227418,5526027.428,STOCKA
12/8/2010,126.6049949,129.8449929,126.3949959,129.4049909,4396349.929,STOCKA
13/8/2010,130.2099499,131.6299549,128.4099539,128.8399539,4018099.519,STOCKA
16/8/2010,125.5777578,129.3377598,125.0077578,128.0377568,4044377.568,STOCKA
17/8/2010,123.3957443,126.0357443,122.8457493,124.9157493,5005257.483,STOCKA
18/8/2010,125.4901132,127.0501112,124.5001082,125.8901072,7863901.132,STOCKA
19/8/2010,127.7903979,128.5904009,125.3903969,126.1403969,5568203.969,STOCKA
20/8/2010,124.9725169,125.8125129,123.7925169,125.5325219,4147825.199,STOCKA
23/8/2010,124.6325572,125.9925572,123.2725562,123.3725542,3829025.562,STOCKA
24/8/2010,124.7505559,124.7805539,122.5205519,123.8705509,5363105.519,STOCKA
25/8/2010,127.3493258,130.8693308,127.3293298,130.3493258,5379493.278,STOCKA
26/8/2010,128.7593089,129.1993029,126.4293069,126.4693079,4710593.069,STOCKA
27/8/2010,126.5905682,127.7705682,123.3805692,127.7705682,5091305.692,STOCKA
30/8/2010,127.9067089,128.8267069,125.5667119,125.6667109,3444767.099,STOCKA
31/8/2010,125.2006261,128.2506301,124.8506281,127.1806301,4249106.281,STOCKA
1/9/2010,123.674939,129.914944,123.484936,129.804943,7111449.38,STOCKA
2/9/2010,131.5414947,134.5815037,131.4214997,134.5815037,5401114.967,STOCKA
3/9/2010,140.5389113,143.1489123,140.2789173,142.4389053,6617689.123,STOCKA
7/9/2010,134.4217511,135.4617591,133.7517521,134.0817541,3851617.531,STOCKA
8/9/2010,142.0176813,143.7876853,140.5376853,143.2276873,5869376.883,STOCKA
9/9/2010,140.4672988,141.4472948,139.3372948,140.4573048,4958772.998,STOCKA
10/9/2010,142.9070174,144.7570234,142.1970104,144.5970194,5065170.174,STOCKA
13/9/2010,141.1619039,142.8319019,140.8518919,142.1619039,5048318.969,STOCKA
14/9/2010,139.744964,141.944961,139.074966,140.994964,4271849.64,STOCKA
15/9/2010,143.1213751,143.8613651,141.8013681,143.6913671,4886013.701,STOCKA
16/9/2010,144.6068865,147.4368885,144.3668965,147.3368975,5819068.925,STOCKA
17/9/2010,146.6321001,146.7121021,144.2321061,146.0521131,7236921.061,STOCKA
20/9/2010,146.7447522,149.9947522,145.3947612,149.3447582,6429847.552,STOCKA
21/9/2010,155.5456781,158.0956811,154.3856891,155.5156791,7589856.831,STOCKA
22/9/2010,150.3359112,153.1959122,149.5959212,152.3259172,6617359.152,STOCKA
23/9/2010,146.9707226,151.6907236,146.7407266,148.6207316,7023307.256,STOCKA
24/9/2010,157.3176835,162.7776895,157.3076885,162.6176865,10609476.9,STOCKA
27/9/2010,157.5292517,158.5092477,155.1892557,156.6792457,6419392.507,STOCKA
28/9/2010,159.6933951,160.7334041,154.7433981,159.5533961,8492733.991,STOCKA
29/9/2010,155.7477252,158.4977252,154.4677262,155.7077312,7254677.262,STOCKA
30/9/2010,157.2855019,158.2054999,152.8755129,154.3355049,7578755.069,STOCKA
1/10/2010,155.8273203,156.1873203,150.9473153,152.4573253,8670873.183,STOCKA
4/10/2010,153.5589853,155.5689953,152.3989813,154.9989873,5342589.883,STOCKA
5/10/2010,154.1035556,158.2335606,154.0335486,157.8935486,5590235.536,STOCKA
6/10/2010,162.768747,162.848734,156.768747,157.568735,6082487.41,STOCKA
7/10/2010,152.3792953,153.2692943,149.2592993,152.1393043,4580693.003,STOCKA
8/10/2010,156.6607521,157.7607581,154.2607581,157.0307621,6933207.591,STOCKA
11/10/2010,154.2528986,155.9929046,151.7028956,152.3928986,4480028.996,STOCKA
12/10/2010,153.226913,157.666915,152.116912,157.196914,5287969.18,STOCKA
13/10/2010,158.5843576,158.6843486,155.7443616,157.0643536,5651743.556,STOCKA
14/10/2010,153.2687246,155.0587176,152.3387166,153.6387196,4005187.206,STOCKA
15/10/2010,154.97899,161.438997,153.308992,161.198991,10101089.92,STOCKA
18/10/2010,166.5868596,166.7768616,163.4068666,165.1468576,6347168.596,STOCKA
19/10/2010,159.6302227,161.7502327,155.9502297,157.6202277,7514502.297,STOCKA
20/10/2010,162.9044787,163.9944747,160.6944867,162.7944777,5831644.797,STOCKA
21/10/2010,158.5881036,162.0481106,157.2080986,160.8881066,13441681.06,STOCKA
22/10/2010,166.5521275,174.2721285,166.3721345,173.2321355,16359421.31,STOCKA
25/10/2010,173.5970623,174.0170603,170.3470623,171.0270553,6551170.553,STOCKA
26/10/2010,163.4663965,166.8963895,163.3963895,165.8463865,4648563.895,STOCKA
27/10/2010,171.3737611,172.2137571,169.0037501,169.9737521,5746437.571,STOCKA
28/10/2010,164.3738728,164.5538798,161.1138778,162.9038708,4645038.748,STOCKA
29/10/2010,169.1550702,171.8550672,168.1650652,168.5850632,5032050.672,STOCKA
1/11/2010,164.5511898,164.6811948,161.6211968,162.6811948,5240911.928,STOCKA
2/11/2010,161.6526755,163.8426775,161.2626765,162.5126765,4239026.755,STOCKA
3/11/2010,169.644292,172.854299,166.534291,172.714299,6154542.98,STOCKA
4/11/2010,166.9596575,169.6296555,165.4996505,166.0296495,7366896.565,STOCKA
5/11/2010,165.3380819,167.6380699,164.5780719,166.7580799,5172080.759,STOCKA
8/11/2010,166.649273,169.009274,164.589276,167.799282,5664092.77,STOCKA
9/11/2010,173.1323883,173.6023893,169.5223883,170.7323943,3983223.903,STOCKA
10/11/2010,170.3848844,173.1648834,169.2048924,173.1248904,5438248.884,STOCKA
11/11/2010,168.9332576,169.9832606,167.3532556,168.3032526,5671032.576,STOCKA
12/11/2010,172.229955,173.369955,167.159963,167.789953,7181699.6,STOCKA
15/11/2010,165.0950897,165.2850917,158.4950837,158.8350797,9647950.857,STOCKA
16/11/2010,160.0681834,162.2381824,158.0981824,159.1081774,6584681.784,STOCKA
17/11/2010,156.4612953,159.4713053,156.1713023,156.9713053,4511112.993,STOCKA
18/11/2010,157.4511392,161.7111342,157.4511392,160.8811322,6192411.342,STOCKA
19/11/2010,159.4155214,160.4555294,158.3055204,160.2855314,4419455.244,STOCKA
22/11/2010,168.3906156,173.8906156,168.2906096,173.6806086,6175406.096,STOCKA
23/11/2010,165.3222641,165.5222611,161.3322581,164.9122601,6432422.631,STOCKA
24/11/2010,174.9806001,181.3406001,174.9806001,180.7006011,10077006.01,STOCKA
26/11/2010,181.9973262,183.0173302,180.7973292,181.8373222,4317973.252,STOCKA
29/11/2010,178.4969083,180.3468993,176.0769103,177.9969083,9680069.033,STOCKA
30/11/2010,177.3965728,178.1465728,175.3465698,175.8465698,6766665.758,STOCKA
1/12/2010,182.8349445,182.9949475,179.6749405,180.2249435,5806849.405,STOCKA
2/12/2010,175.344588,175.934584,172.404585,175.014586,5522445.87,STOCKA
3/12/2010,171.3638601,172.2638541,169.9138631,171.5438531,4866138.601,STOCKA
6/12/2010,172.2918386,175.2018276,171.3718406,174.8218376,5621918.346,STOCKA
7/12/2010,179.860895,180.830896,175.930902,176.130899,5070708.95,STOCKA
8/12/2010,174.1775956,174.8475946,171.8875876,172.9775836,3693775.906,STOCKA
9/12/2010,175.1431649,175.4831619,171.1731639,172.2231669,4529231.609,STOCKA
10/12/2010,179.8038693,180.8738613,178.2838653,180.5438593,3614738.643,STOCKA
13/12/2010,174.0234646,175.6334646,171.4234586,171.9434626,4179434.626,STOCKA
14/12/2010,177.1489903,178.6289863,175.9589873,176.8089933,3713989.913,STOCKA
15/12/2010,172.4540247,177.7340237,172.3240197,174.3040307,5797840.237,STOCKA
16/12/2010,171.5140195,174.2340205,170.9740105,173.9740105,4080840.175,STOCKA
17/12/2010,181.7042965,182.0442925,180.3142965,180.8742945,4540242.925,STOCKA
20/12/2010,175.9141707,180.6241627,174.6841597,179.9341597,8701741.667,STOCKA
21/12/2010,188.1332346,189.9032236,186.8532356,189.0032296,5153532.296,STOCKA
22/12/2010,183.6276785,184.0776755,182.7376795,183.3876735,2564376.785,STOCKA
23/12/2010,188.621414,189.261414,186.171417,186.871414,3401014.18,STOCKA
27/12/2010,182.1890409,183.4290459,180.7390439,182.4290459,2252290.469,STOCKA
28/12/2010,181.6675155,182.3375135,180.6175125,180.6575055,1970675.095,STOCKA
29/12/2010,182.6524251,185.2024281,181.2624261,184.2224171,3128624.221,STOCKA
30/12/2010,181.7316979,182.3617029,180.5616999,180.5616999,1939316.999,STOCKA
31/12/2010,179.1782838,179.5182798,176.7282718,177.2182768,3424082.768,STOCKA
3/1/2011,181.4379954,186.0680004,181.2780074,184.2880014,5332080.004,STOCKA
4/1/2011,182.992304,184.542307,180.622309,181.852305,5000223.1,STOCKA
5/1/2011,184.3874538,187.7374448,184.3574548,187.7074458,3421674.478,STOCKA
6/1/2011,182.2189197,183.1289237,180.9689197,181.5789207,3136889.197,STOCKA
7/1/2011,190.9217173,191.4917093,186.7817173,188.5317173,5252117.123,STOCKA
10/1/2011,186.6247922,186.8747922,184.0947942,186.2647922,3391747.992,STOCKA
11/1/2011,184.041149,184.621151,181.831158,182.961147,2800411.51,STOCKA
12/1/2011,182.7708103,182.7908143,180.7108123,181.4908113,2653208.093,STOCKA
13/1/2011,188.5933781,191.4433691,188.5033671,190.5233711,3416933.721,STOCKA
14/1/2011,184.5168321,187.9568341,183.9368301,187.7668321,3652968.321,STOCKA
18/1/2011,183.7002417,186.6402437,183.2902377,186.2902377,3846602.377,STOCKA
19/1/2011,192.4531789,192.5531849,187.7631919,188.4231799,3897931.849,STOCKA
20/1/2011,186.539546,188.099559,182.249553,183.20956,5722395.53,STOCKA
21/1/2011,185.1595697,185.4095697,178.9995657,179.5795677,6827795.697,STOCKA
24/1/2011,177.2350657,177.7750737,173.4350627,176.1350747,5593150.687,STOCKA
25/1/2011,170.6673026,171.9173026,169.4473016,171.8672996,4602673.026,STOCKA
26/1/2011,175.1505927,175.5305967,172.2706027,173.0305967,3738605.977,STOCKA
27/1/2011,174.611719,182.131723,174.441721,181.58172,14565717.23,STOCKA
28/1/2011,170.8366625,173.0966725,166.2866595,170.5266645,19902066.66,STOCKA
31/1/2011,168.9695739,170.2495719,166.2195739,168.4495689,6706195.699,STOCKA
1/2/2011,171.0827997,173.6628017,170.0727907,172.6727967,5091527.957,STOCKA
2/2/2011,176.2119287,179.9919277,175.6619257,178.3219297,4595419.307,STOCKA
3/2/2011,176.3759456,177.5459436,174.8259426,176.5859526,3707659.456,STOCKA
4/2/2011,177.5613693,180.7513713,177.3113693,179.4913623,4383413.693,STOCKA
7/2/2011,180.0835435,181.4835525,178.7035535,180.3635425,5294035.495,STOCKA
8/2/2011,171.8459297,178.2959267,171.7759217,178.2459237,7746759.257,STOCKA
9/2/2011,180.1751316,183.4951386,179.2851326,182.3251406,8282951.376,STOCKA
10/2/2011,181.5665692,184.4165752,180.7765762,183.3865772,5303165.702,STOCKA
11/2/2011,187.3764906,191.3164926,187.1864876,191.0664926,4506064.926,STOCKA
14/2/2011,193.9222482,196.0722422,193.0222542,195.0922462,4108022.482,STOCKA
15/2/2011,190.4768556,192.2368646,189.9968596,190.7768586,3908368.596,STOCKA
16/2/2011,191.3766379,191.6066339,187.9566399,188.2266289,4644266.339,STOCKA
17/2/2011,188.1028278,191.4228198,187.6428218,190.0928188,3448828.238,STOCKA
18/2/2011,184.1963944,185.1564014,181.7864064,183.1564014,4145164.014,STOCKA
22/2/2011,181.154851,182.194859,176.794865,177.894856,5611848.58,STOCKA
23/2/2011,178.4697494,179.3697434,172.6097484,174.8997424,5464197.494,STOCKA
24/2/2011,174.247684,177.137683,171.947681,175.137683,4630376.83,STOCKA
25/2/2011,182.0874532,183.8874562,180.2374622,180.3774612,4222774.562,STOCKA
28/2/2011,172.3714849,174.3514799,170.6114749,171.7514739,6767814.809,STOCKA
1/3/2011,175.6337923,176.0638003,170.7737913,171.5437953,5868137.933,STOCKA
2/3/2011,164.3427653,168.5527723,163.6027753,167.2727733,5138227.693,STOCKA
3/3/2011,177.3593585,178.1093585,175.6993545,176.4393445,4174693.515,STOCKA
4/3/2011,172.7661872,172.8961922,169.6561872,171.8161902,4925761.922,STOCKA
7/3/2011,172.7768282,172.9468262,167.0968352,169.9368322,5941468.302,STOCKA
8/3/2011,168.7642929,169.0843009,166.0942949,166.2642929,4212742.939,STOCKA
9/3/2011,164.7006442,167.7806462,161.9306402,167.0806492,7089206.462,STOCKA
10/3/2011,163.1026328,164.5026268,160.8526328,162.1726248,5958726.258,STOCKA
11/3/2011,168.7635355,172.4635325,167.3835305,171.3335425,4642535.355,STOCKA
14/3/2011,165.5740797,167.0540757,163.5440807,165.7040697,4011740.737,STOCKA
15/3/2011,163.558765,169.048771,162.928761,167.248768,4956187.66,STOCKA
16/3/2011,164.9689575,168.4089595,163.1389555,164.9689575,5210789.605,STOCKA
17/3/2011,165.3799315,165.7699305,160.2499265,160.4399285,6466099.275,STOCKA
18/3/2011,162.96838,165.318371,162.368374,163.598385,7460483.78,STOCKA
21/3/2011,158.3711512,160.7911492,156.7211572,159.5211602,4005111.562,STOCKA
22/3/2011,167.8874056,168.2574006,166.0673986,166.4174046,3649573.986,STOCKA
23/3/2011,158.086245,162.046237,156.606249,161.106249,4679162.42,STOCKA
24/3/2011,169.1682429,172.9582359,168.3182369,172.0582419,6292782.359,STOCKA
25/3/2011,171.1205091,172.9705151,169.7805131,170.4605061,4288605.101,STOCKA
28/3/2011,172.3711092,173.0711062,169.8211062,169.9211122,3406511.062,STOCKA
29/3/2011,175.5222723,179.6322723,174.8622833,179.4122713,4932522.763,STOCKA
30/3/2011,178.0793555,181.4593605,177.9593605,179.7193545,6862293.565,STOCKA
31/3/2011,177.437214,179.697223,176.627216,178.257221,4807772.16,STOCKA
1/4/2011,185.3250532,186.9950512,182.3350472,183.8750562,5721550.512,STOCKA
4/4/2011,178.5832097,181.3032117,178.3832127,180.6332127,4163332.107,STOCKA
5/4/2011,183.2848892,187.5448842,182.9848862,186.4748762,5581048.832,STOCKA
6/4/2011,189.6094402,191.7294502,184.5794412,186.2194412,5465294.462,STOCKA
7/4/2011,184.9270064,187.3170054,183.9070024,187.0570114,4585470.074,STOCKA
8/4/2011,183.4758521,184.4358581,180.9958561,182.9258641,3708558.571,STOCKA
11/4/2011,182.5990323,184.2290363,179.5890373,181.7790243,3274490.313,STOCKA
12/4/2011,183.2425245,184.7725225,179.6025245,180.6625225,5336325.265,STOCKA
13/4/2011,179.1942028,181.2442058,178.1642038,180.6541938,4199942.008,STOCKA
14/4/2011,179.6968015,180.3868045,177.6668035,180.1268095,3571268.025,STOCKA
15/4/2011,181.5442437,182.3242427,179.5642477,180.5542387,4277842.437,STOCKA
18/4/2011,180.6110091,181.1410081,177.6009991,180.5710001,4638810.041,STOCKA
19/4/2011,177.6436586,178.7636536,175.8936586,178.1136596,2638936.526,STOCKA
